,city,lat,lng,country,capital,population
463,Pittsburgh,40.4397,-79.9763,United States,,1720279.0
464,Shuozhou,39.3408,112.4292,China,minor,1714857.0
465,Cincinnati,39.1413,-84.506,United States,,1712287.0
466,Benxi,41.292,123.761,China,,1709538.0
467,Baiyin,36.5448,104.1766,China,minor,1708751.0
468,Mosul,36.34,43.13,Iraq,admin,1694000.0
469,Manhattan,40.7834,-73.9662,United States,,1694263.0
470,Caloocan City,14.65,120.97,Philippines,admin,1661584.0
471,Kampala,0.3136,32.5811,Uganda,primary,1680600.0
472,Patna,25.6,85.1,India,admin,1684222.0
473,Tegucigalpa,14.1,-87.2167,Honduras,primary,1682725.0
474,Cleveland,41.4764,-81.6805,United States,,1683059.0
475,Sanzhou,30.82,108.4,China,,1680000.0
476,Changshu,31.65,120.7333,China,,1677050.0
477,Mecca,21.4225,39.8233,Saudi Arabia,admin,1675368.0
478,Heihe,50.2458,127.4886,China,minor,1673899.0
479,Jingdezhen,29.2942,117.2036,China,minor,1673200.0
480,Conakry,9.5092,-13.7122,Guinea,primary,1667864.0
481,Recife,-8.05,-34.9,Brazil,admin,1653461.0
482,Indianapolis,39.7771,-86.1458,United States,admin,1659305.0
483,Austin,30.3005,-97.7522,United States,admin,1659251.0
484,Sangereng,-6.2889,106.7181,Indonesia,,1644899.0
485,Kansas City,39.1238,-94.5541,United States,,1644497.0
486,Zhongli,24.965,121.2168,Taiwan,,1632616.0
487,Novosibirsk,55.0333,82.9167,Russia,admin,1625631.0
488,Bilāspur,22.09,82.15,India,,1625502.0
489,Semarang,-6.9667,110.4167,Indonesia,admin,1621384.0
490,Ludhiāna,30.91,75.85,India,,1618879.0
491,Nārāyanganj,23.62,90.5,Bangladesh,,1572386.0
492,Stockholm,59.3294,18.0686,Sweden,primary,1611776.0
493,Chengtangcun,35.0833,117.15,China,,1603659.0
494,Āgra,27.18,78.02,India,,1585704.0
495,Balandougou,13.3558,-9.5517,Mali,,1596882.0
496,Agwār,27.18,78.02,India,,1585705.0
497,León de los Aldama,21.1167,-101.6833,Mexico,minor,1579803.0
498,Yopougon,5.3167,-4.0667,Côte d'Ivoire,,1571065.0
499,Puebla,19.0333,-98.1833,Mexico,admin,1576259.0
500,Madurai,9.9252,78.1198,India,minor,1561129.0
501,Hebi,35.7497,114.2887,China,,1569208.0
502,Córdoba,-31.4167,-64.1833,Argentina,admin,1565112.0
503,Shīrāz,29.61,52.5425,Iran,admin,1565572.0
504,Jamshedpur,22.7925,86.1842,India,,1558000.0
505,Tabrīz,38.0814,46.3006,Iran,admin,1558693.0
506,Huzhou,30.8925,120.0875,China,minor,1558826.0
507,Columbus,39.9862,-82.9855,United States,admin,1556848.0
508,Sofia,42.7,23.33,Bulgaria,primary,1547779.0
509,Kawasaki,35.5167,139.7,Japan,,1539522.0
510,San José,9.9325,-84.08,Costa Rica,primary,1543000.0
511,Aba,5.1167,7.3667,Nigeria,minor,1530000.0
512,Palembang,-2.9861,104.7556,Indonesia,admin,1535952.0
513,Zhangjiajie,29.1255,110.4844,China,minor,1537900.0
514,Kōbe,34.69,135.1956,Japan,admin,1521707.0
515,Jiaxing,30.7522,120.75,China,minor,1518654.0
516,Charlotte,35.2083,-80.8303,United States,,1516107.0
517,Guiping,23.4,110.0833,China,minor,1511011.0
518,Lianjiang,21.6146,110.2794,China,,1509400.0
519,Ximeicun,24.9633,118.3811,China,,1508000.0
520,Jianguang,28.1958,115.7833,China,,1507402.0
521,Yucheng,29.9888,103.0007,China,minor,1507258.0
522,Panama City,8.9833,-79.5167,Panama,primary,1500189.0
523,Xushan,30.1697,121.2665,China,minor,1502000.0
524,Belém,-1.4558,-48.5039,Brazil,admin,1499641.0
525,Virginia Beach,36.7335,-76.0435,United States,,1500764.0
526,Leizhou,20.9147,110.0806,China,minor,1494700.0
527,Gwangju,35.1653,126.8486,South Korea,admin,1490092.0
528,Nāsik,20.0,73.78,India,,1486053.0
529,Porto Alegre,-30.0331,-51.23,Brazil,admin,1484941.0
530,Valencia,10.1667,-68.0,Venezuela,admin,1484430.0
531,Onitsha,6.1667,6.7833,Nigeria,minor,1483000.0
532,Abu Dhabi,24.4667,54.3667,United Arab Emirates,primary,1483000.0
533,Daejeon,36.351,127.385,South Korea,admin,1475221.0
534,Zapopan,20.7167,-103.4,Mexico,minor,1476491.0
535,Bronx,40.8501,-73.8662,United States,,1472654.0
536,Yekaterinburg,56.8356,60.6128,Russia,admin,1468833.0
537,Huazhou,32.6832,112.079,China,minor,1468061.0
538,Kyōto,35.0117,135.7683,Japan,admin,1464890.0
539,Jinhua,29.1046,119.6494,China,minor,1463990.0
540,Amsterdam,52.3728,4.8936,Netherlands,primary,1459402.0
541,Shuangyashan,46.6388,131.1545,China,minor,1462626.0
542,Pizhou,34.3422,118.0097,China,,1458038.0
543,El Kelaa des Srarhna,32.0481,-7.4083,Morocco,,1450021.0
544,Dakar,14.6928,-17.4467,Senegal,primary,1438725.0
545,Kharkiv,49.9925,36.2311,Ukraine,admin,1446107.0
546,Yangshe,31.8775,120.5512,China,minor,1432044.0
547,Guyuan,36.008,106.2782,China,,1426000.0
548,Rui’an,27.778,120.6526,China,,1424667.0
549,Khulna,22.8167,89.55,Bangladesh,admin,1400689.0
550,Muscat,23.6139,58.5922,Oman,primary,1421409.0
551,Wenling,28.3797,121.3718,China,,1416199.0
552,Gaozhou,21.9135,110.8481,China,minor,1414100.0
553,Farīdābād,28.4167,77.3,India,,1404653.0
554,Chizhou,30.6583,117.4849,China,minor,1402518.0
555,Tel Aviv-Yafo,32.08,34.78,Israel,admin,1388400.0
556,Ulaanbaatar,47.9203,106.9172,Mongolia,primary,1396288.0
557,Goiânia,-16.6667,-49.25,Brazil,admin,1393575.0
558,Fuqing,25.7232,119.3735,China,minor,1390487.0
559,Kayseri,38.7225,35.4875,Turkey,admin,1389680.0
560,Wuzhong,37.9874,106.1919,China,minor,1382713.0
561,Belgrade,44.82,20.46,Serbia,primary,1378682.0
562,Pingdu,36.7833,119.9556,China,,1378900.0
563,Milan,45.4669,9.19,Italy,admin,1366180.0
564,Aurangābād,19.88,75.32,India,,1371330.0
565,Copenhagen,55.6761,12.5683,Denmark,primary,1366301.0
566,Yangquan,37.8576,113.5762,China,minor,1368502.0
567,Yutan,28.3147,112.554,China,minor,1368117.0
568,Huangshan,29.7132,118.3151,China,minor,1358980.0
569,Auckland,-36.8406,174.74,New Zealand,admin,1346091.0
570,Makassar,-5.1619,119.4362,Indonesia,admin,1338663.0
571,Santiago,19.4572,-70.6889,Dominican Republic,admin,1343423.0
572,Milwaukee,43.0642,-87.9675,United States,,1340981.0
573,Rājkot,22.3,70.7833,India,,1335397.0
574,Prague,50.0875,14.4214,Czechia,primary,1335084.0
575,Samsun,41.2903,36.3336,Turkey,admin,1335716.0
576,Liangshi,27.2578,111.7351,China,,1335900.0
577,Barranquilla,10.9833,-74.8019,Colombia,admin,1326588.0
578,Saitama,35.8614,139.6456,Japan,admin,1325843.0
579,Guarulhos,-23.4628,-46.5328,Brazil,,1324781.0
580,Al Başrah,30.515,47.81,Iraq,admin,1326564.0
581,Mandalay,21.9831,96.0844,Myanmar,admin,1319452.0
582,Juárez,31.7386,-106.487,Mexico,minor,1321004.0
583,Xintai,35.91,117.78,China,,1315942.0
584,Wusong,30.9333,117.7667,China,minor,1311726.0
585,Meerut,28.98,77.71,India,,1305429.0
586,Yushu,44.8249,126.5451,China,minor,1304436.0
587,Rongcheng,26.2312,104.0966,China,,1302891.0
588,Huazhou,21.654,110.6294,China,,1302100.0
589,Adelaide,-34.9275,138.6,Australia,admin,1295714.0
590,Baishan,41.9377,126.4179,China,minor,1296127.0
591,Dayan,26.8808,100.2208,China,,1296000.0
592,Haicheng,40.8523,122.7474,China,minor,1293877.0
593,Tripoli,32.8872,13.1914,Libya,primary,1293016.0
594,Jiangyin,31.9087,120.2653,China,,1285785.0
595,Yicheng,31.3697,119.8239,China,minor,1285785.0
596,Huaiyin,33.5819,119.028,China,,1264000.0
597,Porto,41.1621,-8.622,Portugal,admin,1278210.0
598,Cacuaco,-8.8053,13.2444,Angola,,1279488.0
599,Soweto,-26.2678,27.8585,South Africa,,1271628.0
600,Rosario,-32.9575,-60.6394,Argentina,minor,1276000.0
601,Canagatan,18.0,121.8,Philippines,,1273219.0
602,Helsinki,60.1708,24.9375,Finland,primary,1268296.0
603,Jabalpur,23.1667,79.9333,India,,1267564.0
604,Providence,41.823,-71.4187,United States,admin,1270149.0
605,Rucheng,32.3852,120.5634,China,minor,1267066.0
606,Nizhniy Novgorod,56.3269,44.0075,Russia,admin,1264075.0
607,Ahvāz,31.3203,48.6692,Iran,admin,1261042.0
608,Jepara,-6.5333,110.6667,Indonesia,minor,1257912.0
609,Shaoyang,32.9387,119.8404,China,minor,1253548.0
610,Comayagüela,14.0981,-87.2097,Honduras,,1250000.0
611,Laiwu,36.1833,117.6667,China,,1248636.0
612,Sharjah,25.3575,55.3908,United Arab Emirates,admin,1247749.0
613,Kalamboli,19.2333,73.1333,India,,1246381.0
614,Jingling,30.6667,113.1667,China,,1247400.0
615,Kazan,55.7964,49.1089,Russia,admin,1243500.0
616,Suwon,37.2667,127.0167,South Korea,admin,1234300.0
617,Yongcheng,33.9317,116.4459,China,,1240382.0
618,Sumedang,-6.84,107.9208,Indonesia,,1240000.0
619,Calgary,51.05,-114.0667,Canada,,1239220.0
620,Cần Thơ,10.0333,105.7833,Vietnam,admin,1237300.0
621,Yiwu,29.3081,120.0698,China,minor,1234015.0
622,Bagam,1.0833,104.0333,Indonesia,,1230097.0
623,Beidao,34.602,105.918,China,minor,1225000.0
624,Vasai,19.47,72.8,India,,1222390.0
625,Xiangshui,26.5964,104.8314,China,,1221000.0
626,Jacksonville,30.3322,-81.6749,United States,,1220191.0
627,Akçaabat,41.0167,39.55,Turkey,minor,1215351.0
628,Campinas,-22.9058,-47.0608,Brazil,,1213792.0
629,Dadukou,26.5849,101.7149,China,minor,1214121.0
630,Mombasa,-4.05,39.6667,Kenya,admin,1208333.0
631,Lingcheng,22.7,110.35,China,,1211637.0
632,Najafgarh,28.6092,76.9798,India,,1203180.0
633,Vila Velha,3.2167,-51.2167,Brazil,,1209091.0
634,Gāzipura,23.9889,90.375,Bangladesh,,1199215.0
635,Chelyabinsk,55.15,61.4,Russia,admin,1202371.0
636,Vārānasi,25.3189,83.0128,India,,1198491.0
637,Xinyu,27.795,114.9242,China,minor,1202499.0
638,Qom,34.64,50.8764,Iran,admin,1201158.0
639,Hargeysa,9.5631,44.0675,Somalia,admin,1200000.0
640,Zhangye,38.9355,100.4553,China,minor,1199515.0
641,Hiroshima,34.3914,132.4519,Japan,admin,1198021.0
642,Maiduguri,11.8333,13.15,Nigeria,admin,1197497.0
643,Chiang Mai,18.7953,98.9986,Thailand,admin,1198000.0
644,Doha,25.2867,51.5333,Qatar,primary,1186023.0
645,Maputo,-25.9667,32.5833,Mozambique,primary,1191613.0
646,Mbandaka,0.0478,18.2558,Congo (Kinshasa),admin,1187837.0
647,Pikine,14.75,-17.4,Senegal,,1170791.0
648,Medina,24.47,39.61,Saudi Arabia,admin,1180770.0
649,Srīnagar,34.09,74.79,India,admin,1180570.0
650,Omsk,54.9667,73.3833,Russia,admin,1178391.0
651,Dublin,53.35,-6.2603,Ireland,primary,1173179.0
652,Liaoyuan,42.8976,125.1381,China,,1176239.0
653,Cilacap,-7.7167,109.017,Indonesia,minor,1174964.0
654,Yingtan,28.2333,117.0,China,,1175000.0
655,Bandar Lampung,-5.45,105.2667,Indonesia,admin,1166761.0
656,Samara,53.2028,50.1408,Russia,admin,1169719.0
657,Guankou,28.1417,113.625,China,minor,1168056.0
658,Ulsan,35.55,129.3167,South Korea,admin,1166033.0
659,Dhanbād,23.7998,86.4305,India,,1162472.0
660,Dingzhou,38.5158,114.9845,China,,1165182.0
661,Lianyuan,27.6961,111.6659,China,minor,1162928.0
662,Rongcheng,29.8239,112.9019,China,minor,1162770.0
663,Kaiyuan,36.0656,113.8153,China,minor,1160000.0
664,Nay Pyi Taw,19.7475,96.115,Myanmar,primary,1160242.0
665,Zhuji,29.7169,120.2314,China,minor,1157938.0
666,Kigali,-1.9536,30.0606,Rwanda,primary,1156663.0
667,Bukavu,-2.5,28.8667,Congo (Kinshasa),admin,1133000.0
668,Leiyang,26.4179,112.8457,China,minor,1151554.0
669,Bafoussam,5.4667,10.4167,Cameroon,admin,1146000.0
670,Yichun,47.7235,128.8893,China,minor,1148126.0
671,Benin City,6.3333,5.6222,Nigeria,admin,1147188.0
672,Rostov,47.2333,39.7,Russia,admin,1137704.0
673,Xiantao,30.3833,113.4,China,,1140100.0
674,Amritsar,31.64,74.86,India,,1132383.0
675,Callao,-12.0333,-77.1333,Peru,admin,1129854.0
676,Salt Lake City,40.7776,-111.9311,United States,admin,1135344.0
677,Alīgarh,27.88,78.08,India,,1131160.0
678,Shagamu,6.8333,3.65,Nigeria,minor,1132270.0
679,Yingchuan,34.1511,113.4733,China,minor,1131896.0
680,Ciudad Nezahualcóyotl,19.4081,-99.0186,Mexico,,1109363.0
681,Tbilisi,41.7225,44.7925,Georgia,primary,1118035.0
682,Guwāhāti,26.1722,91.7458,India,,1116267.0
683,Ufa,54.7261,55.9475,Russia,admin,1115560.0
684,Fès,34.0433,-5.0033,Morocco,admin,1112072.0
685,São Luís,-2.5283,-44.3044,Brazil,admin,1108975.0
686,Biên Hòa,10.95,106.8167,Vietnam,admin,1104000.0
687,Sevilla,37.24,-5.99,Spain,admin,1100000.0
688,N’Djamena,12.11,15.05,Chad,primary,1092066.0
689,Mexicali,32.6633,-115.4678,Mexico,admin,1102342.0
690,Nezahualcóyotl,19.4006,-99.0148,Mexico,minor,1077208.0
691,Ikare,7.5167,5.75,Nigeria,minor,1099931.0
692,Nashville,36.1715,-86.7842,United States,admin,1098486.0
693,Tamale,9.4075,-0.8533,Ghana,admin,1095808.0
694,Xibeijie,39.737,98.5049,China,minor,1095947.0
695,Yuyao,30.0372,121.1546,China,,1095000.0
696,Hāora,22.58,88.3294,India,,1077075.0
697,Hanchuan,30.652,113.8274,China,,1092700.0
698,Gongzhuling,43.5036,124.8088,China,minor,1092692.0
699,Krasnoyarsk,56.0089,92.8719,Russia,admin,1083865.0
700,Cologne,50.9364,6.9528,Germany,,1083498.0
701,Bujumbura,-3.3833,29.3667,Burundi,primary,1075000.0
702,Bishkek,42.8747,74.6122,Kyrgyzstan,primary,1074075.0
703,Zhufeng,36.0,119.4167,China,,1081960.0
704,São Gonçalo,-22.8269,-43.0539,Brazil,,1077687.0
705,Yerevan,40.1814,44.5144,Armenia,primary,1075800.0
706,Ezhou,30.3972,114.8842,China,minor,1079353.0
707,Nur-Sultan,51.1472,71.4222,Kazakhstan,primary,1078362.0
708,Tongjin,37.2333,127.2,South Korea,,1076369.0
709,Nouakchott,18.0858,-15.9785,Mauritania,primary,1077169.0
710,Xiashi,30.5333,120.6833,China,minor,1076199.0
711,Rānchi,23.36,85.33,India,admin,1073440.0
712,Taixing,32.1724,120.0142,China,minor,1073921.0
713,Vereeniging,-26.6736,27.9319,South Africa,,1074000.0
714,Gwalior,26.2215,78.178,India,,1069276.0
715,Zhongwei,37.5139,105.1884,China,minor,1067336.0
716,Goyang,37.65,126.8,South Korea,minor,1061929.0
717,Oslo,59.9133,10.7389,Norway,primary,1064235.0
718,Vijayavāda,16.5193,80.6305,India,,1048240.0
719,Chandīgarh,30.75,76.78,India,admin,1055450.0
720,Edmonton,53.5344,-113.4903,Canada,admin,1062643.0
721,Sendai,38.2682,140.8694,Japan,admin,1061177.0
722,Raleigh,35.8324,-78.6429,United States,admin,1062018.0
723,Mizhou,35.99,119.3801,China,minor,1060000.0
724,Tunis,36.8064,10.1817,Tunisia,primary,1056247.0
725,Xishan,27.6609,113.4946,China,minor,1060000.0
726,Barquisimeto,10.0678,-69.3467,Venezuela,admin,1059092.0
727,Hegang,47.3139,130.2775,China,minor,1058665.0
728,Voronezh,51.6717,39.2106,Russia,admin,1050602.0
729,Perm,58.0139,56.2489,Russia,admin,1048005.0
730,Changwon,35.2708,128.6631,South Korea,admin,1046054.0
731,Fangchenggang,21.6,108.3,China,minor,1046068.0
732,Shouguang,36.8833,118.7333,China,,1039205.0
733,Bogor,-6.5966,106.7972,Indonesia,,1030720.0
734,Cartagena,10.4,-75.5,Colombia,admin,1036412.0
735,Matola,-25.9667,32.4667,Mozambique,,1032197.0
736,Jodhpur,26.28,73.02,India,,1033918.0
737,Memphis,35.1087,-89.9663,United States,,1034498.0
738,Ogbomoso,8.1333,4.25,Nigeria,minor,1032000.0
739,Rangapukur,25.56,89.25,Bangladesh,,1031388.0
740,Managua,12.1544,-86.2738,Nicaragua,primary,1028808.0
741,Sanya,18.2533,109.5036,China,minor,1031396.0
742,Shymkent,42.3167,69.5958,Kazakhstan,admin,1028673.0
743,Wutong,30.6326,120.5474,China,minor,1029754.0
744,Niamey,13.515,2.1175,Niger,primary,1026848.0
745,Shubrā al Khaymah,30.1286,31.2422,Egypt,,1025569.0
746,Linhai,28.8523,121.1409,China,,1028813.0
747,Denizli,37.7667,29.0833,Turkey,admin,1027782.0
748,Maceió,-9.6658,-35.735,Brazil,admin,1025360.0
749,Monrovia,6.3133,-10.8014,Liberia,primary,1021762.0
750,Wafangdian,39.6271,121.9972,China,,1024876.0
751,Zhongxiang,31.169,112.5853,China,,1022514.0
752,Louisville,38.1663,-85.6485,United States,,1022630.0
753,Odesa,46.4775,30.7326,Ukraine,admin,1017699.0
754,Thủ Đức,10.8266,106.7609,Vietnam,minor,1013795.0
755,Volgograd,48.7086,44.5147,Russia,admin,1015586.0
756,Islamabad,33.6931,73.0639,Pakistan,primary,1014825.0
757,Port-au-Prince,18.5333,-72.3333,Haiti,primary,987310.0
758,Xinyi,22.3559,110.9369,China,,1013900.0
759,Raipur,21.25,81.63,India,admin,1010087.0
760,Arequipa,-16.4,-71.5333,Peru,admin,1008290.0
761,Richmond,37.5295,-77.4756,United States,admin,1008069.0
762,Zaoyang,32.1287,112.7581,China,,1004741.0
763,Buffalo,42.9018,-78.8487,United States,,1004655.0
764,Shuizhai,33.4433,114.8994,China,,1003698.0
765,Xingyi,25.091,104.9011,China,,1004132.0
766,Kota,25.18,75.83,India,,1001694.0
767,Quetta,30.1833,67.0,Pakistan,admin,1001205.0
768,Kathmandu,27.7172,85.324,Nepal,primary,975453.0
769,Ottawa,45.4247,-75.695,Canada,primary,989567.0
770,Lilongwe,-13.9833,33.7833,Malawi,primary,989318.0
771,Asmara,15.3228,38.925,Eritrea,primary,963000.0
772,Freetown,8.4844,-13.2344,Sierra Leone,primary,951000.0
773,Vientiane,17.9667,102.6,Laos,primary,948487.0
774,Jerusalem,31.7784,35.2066,Israel,primary,919438.0
775,Riga,56.9489,24.1064,Latvia,primary,920643.0
776,Bangui,4.3733,18.5628,Central African Republic,primary,889231.0
777,Dushanbe,38.5367,68.78,Tajikistan,primary,863400.0
778,Lomé,6.1319,1.2228,Togo,primary,837437.0
779,Ashgabat,37.95,58.3833,Turkmenistan,primary,828100.0
780,Zagreb,45.8167,15.9833,Croatia,primary,809268.0
781,Libreville,0.3903,9.4542,Gabon,primary,797003.0
782,Cotonou,6.3667,2.4333,Benin,primary,762000.0
783,Pretoria,-25.7461,28.1881,South Africa,primary,741651.0
784,Vilnius,54.6872,25.28,Lithuania,primary,708203.0
785,Winnipeg,49.8844,-97.1464,Canada,admin,705244.0
786,Quebec City,46.8139,-71.2081,Canada,admin,705103.0
787,Chisinau,47.0228,28.8353,Moldova,primary,702300.0
788,Port Moresby,-9.4789,147.1494,Papua New Guinea,primary,700000.0
789,Skopje,41.9961,21.4317,Macedonia,primary,640000.0
790,Djibouti,11.5883,43.145,Djibouti,primary,603900.0
791,Gaza,31.5069,34.456,Gaza Strip,primary,590481.0
792,Kingston,17.9714,-76.7931,Jamaica,primary,580000.0
793,Rabat,34.0209,-6.8416,Morocco,primary,572717.0
794,San Salvador,13.6989,-89.1914,El Salvador,primary,567698.0
795,The Hague,52.08,4.31,Netherlands,primary,548320.0
796,Asunción,-25.3,-57.6333,Paraguay,primary,524190.0
797,Juba,4.85,31.6,South Sudan,primary,525953.0
798,Maseru,-29.31,27.48,Lesotho,primary,519186.0
799,Bissau,11.85,-15.5667,Guinea-Bissau,primary,492004.0
800,Valletta,35.8983,14.5125,Malta,primary,480134.0
801,Bratislava,48.1439,17.1097,Slovakia,primary,475503.0
802,Kitchener,43.4186,-80.4728,Canada,,470015.0
803,Manama,26.225,50.5775,Bahrain,primary,436000.0
804,Tallinn,59.4372,24.7453,Estonia,primary,438341.0
805,Beirut,33.8869,35.5131,Lebanon,primary,361366.0
806,Cape Town,-33.9253,18.4239,South Africa,primary,433688.0
807,Tirana,41.3289,19.8178,Albania,primary,418495.0
808,Sarajevo,43.8564,18.4131,Bosnia and Herzegovina,primary,419957.0
809,Wellington,-41.2889,174.7772,New Zealand,primary,418500.0
810,Banjul,13.4531,-16.5775,The Gambia,primary,413397.0
811,Halifax,44.6475,-63.5906,Canada,admin,403131.0
812,Canberra,-35.2931,149.1269,Australia,primary,381488.0
813,Yamoussoukro,6.8161,-5.2742,Côte d'Ivoire,primary,355573.0
814,Victoria,48.4283,-123.3647,Canada,admin,335696.0
815,Nicosia,35.1725,33.365,Cyprus,primary,330000.0
816,Windhoek,-22.57,17.0836,Namibia,primary,322500.0
817,Saint-Denis,-20.8789,55.4481,Reunion,primary,315080.0
818,Porto-Novo,6.4972,2.605,Benin,primary,300000.0
819,Sucre,-19.0475,-65.26,Bolivia,primary,300000.0
820,Ljubljana,46.0514,14.5061,Slovenia,primary,286745.0
821,Nassau,25.0781,-77.3386,The Bahamas,primary,274400.0
822,Bloemfontein,-29.1167,26.2167,South Africa,primary,256185.0
823,Fort-de-France,14.6,-61.0667,Martinique,primary,253995.0
824,New Delhi,28.6139,77.209,India,primary,249998.0
825,Gaborone,-24.6581,25.9122,Botswana,primary,231626.0
826,Paramaribo,5.8522,-55.2039,Suriname,primary,223757.0
827,Dili,-8.5536,125.5783,Timor-Leste,primary,222323.0
828,Dodoma,-6.1731,35.7419,Tanzania,primary,213636.0
829,Georgetown,6.8058,-58.1508,Guyana,primary,200500.0
830,Gibraltar,36.1333,-5.35,Gibraltar,primary,187083.0
831,Malabo,3.75,8.7833,Equatorial Guinea,primary,187302.0
832,Suva,-18.1416,178.4419,Fiji,primary,185913.0
833,Nouméa,-22.2758,166.458,New Caledonia,primary,182341.0
834,Pristina,42.6633,21.1622,Kosovo,primary,161751.0
835,Male,4.1753,73.5089,Maldives,primary,133019.0
836,Port Louis,-20.1644,57.5042,Mauritius,primary,149194.0
837,Podgorica,42.4413,19.2629,Montenegro,primary,150977.0
838,Willemstad,12.108,-68.935,Curaçao,primary,150000.0
839,Bern,46.9481,7.4475,Switzerland,primary,133883.0
840,Gitega,-3.4283,29.925,Burundi,primary,135467.0
841,Reykjavík,64.1467,-21.94,Iceland,primary,135688.0
842,Luxembourg,49.6117,6.1319,Luxembourg,primary,132780.0
843,Papeete,-17.5334,-149.5667,French Polynesia,primary,131695.0
844,Praia,14.918,-23.509,Cabo Verde,primary,127832.0
845,Sri Jayewardenepura Kotte,6.9108,79.8878,Sri Lanka,primary,115826.0
846,Bridgetown,13.0975,-59.6167,Barbados,primary,110000.0
847,Moroni,-11.699,43.256,Comoros,primary,111329.0
848,Thimphu,27.4722,89.6361,Bhutan,primary,104000.0
849,Mbabane,-26.3208,31.1617,Swaziland,primary,94874.0
850,Honiara,-9.4319,159.9556,Solomon Islands,primary,84520.0
851,Port of Spain,10.6667,-61.5167,Trinidad and Tobago,primary,81142.0
852,Castries,14.0167,-60.9833,Saint Lucia,primary,70000.0
853,Putrajaya,2.93,101.69,Malaysia,primary,67964.0
854,Cayenne,4.933,-52.33,French Guiana,primary,61550.0
855,São Tomé,0.3361,6.7306,Sao Tome and Principe,primary,56166.0
856,Port-Vila,-17.7333,168.3167,Vanuatu,primary,51437.0
857,Bandar Seri Begawan,4.8903,114.9422,Brunei,primary,50000.0
858,Monaco,43.7333,7.4167,Monaco,primary,36371.0
